ID,Value,SEX,AGE0,AGE1,LANG,ANCSTRY10,ANCSTRY11,ANCSTRY20,ANCSTRY21,HISPANIC0,INDUSTRY0,LANG20,OCCUP0,POB0,POB1,RACE0,ANCSTRY12,ANCSTRY13,ANCSTRY22,ANCSTRY23,HISPANIC1,HISPANIC2,INDUSTRY1,INDUSTRY2,INDUSTRY3,INDUSTRY4,LANG21,RACE1,RACE2,RACE3,RACE4,OCCUP1,OCCUP2,OCCUP3,OCCUP4,OCCUP5,POB2,POB3
5675,1,Female,60+,63,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),NORWEGIAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,RETAIL TRADE,NOT IN UNIVERSE,MANAGERIAL AND PROFESSIONAL SPECIALTY OCCUPATIONS,United States,Minnesota,White,,,,,,,Eating and drinking places,,,,,,,,,"Executive, Administrative, and Managerial Occupations","Managers, food serving and lodging establishments",,,,,
5676,1,Male,30+,31,Speaks only English,NORTH AMERICA (EXCEPT HISPANIC),AMERICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,"FINANCE, INSURANCE, AND REAL ESTATE",NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,Illinois,White,,,,,,,Insurance,,,,,,,,,Sales Occupations,"Sales Representatives, Finance and Business Services",Insurance sales occupations,,,,
5677,1,Female,10+,18,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),IRISH,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,NOT SPANISH/HISPANIC,RETAIL TRADE,NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,Illinois,White,,,,,,,Grocery stores,,,,,,,,,Sales Occupations,"Sales Workers, Retail and Personal Services",Cashiers,,,,
5678,1,Male,10+,13,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),IRISH,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Illinois,White,,,,,,,,,,,,,,,,,,,,,,
5679,1,Female,10+,19,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,PROFESSIONAL AND RELATED SERVICES,NOT IN UNIVERSE,SERVICE OCCUPATIONS,United States,Illinois,White,,,,,,,Nursing and personal care facilities .e.c.,,,,,,,,,"Service Occupations, Except Protective and Household",Health Service Occupations,"Nursing aides, orderlies, and attendants",,,,
5680,1,Female,60+,65,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Illinois,White,,,,,,,,,,,,,,,,,,,,,,
5681,1,Female,50+,51,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),SCOTTISH,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,NOT SPANISH/HISPANIC,BUSINESS AND REPAIR SERVICES,NOT IN UNIVERSE,"PRECISION PRODUCTION, CRAFT, AND REPAIR OCCUPATIONS",United States,California,White,,,,,,,Miscellaneous repair services,,,,,,,,,Precision Production Occupations,"Precision Textile, Apparel, and Furnishings Machine Workers",Upholsterers,,,,
5682,1,Female,40+,47,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),IRISH,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,NOT SPANISH/HISPANIC,PROFESSIONAL AND RELATED SERVICES,NOT IN UNIVERSE,MANAGERIAL AND PROFESSIONAL SPECIALTY OCCUPATIONS,United States,Illinois,White,,,GERMAN,,,,Elementary and secondary schools,,,,,,,,,Professional Specialty Occupations,"Teachers, Except Postsecondary","Teachers, secondary school",,,,
5683,1,Male,0+,6,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),ITALIAN,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Illinois,White,ITALIAN,,GERMAN,,,,,,,,,,,,,,,,,,,
5684,1,Female,10+,11,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,WESTERN EUROPE (EXCEPT SPAIN),ITALIAN,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Illinois,White,GERMAN,,ITALIAN,,,,,,,,,,,,,,,,,,,
5685,1,Male,60+,63,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,WESTERN EUROPE (EXCEPT SPAIN),FRENCH,NOT SPANISH/HISPANIC,"AGRICULTURE, FORESTRY, AND FISHERIES",NOT IN UNIVERSE,Other Agricultural and Related Occupations,United States,Illinois,White,,,FRENCH,,,,"Agricultural production, crops",,,,,,,,,"Farm Occupations, Except Managerial",Farm workers,,,,,
5686,1,Male,10+,19,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),NORWEGIAN,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,NOT SPANISH/HISPANIC,RETAIL TRADE,NOT IN UNIVERSE,"OPERATORS, FABRICATORS, AND LABORERS",United States,Illinois,White,,,GERMAN,,,,Eating and drinking places,,,,,,,,,Transportation and Material Moving Occupations,Motor Vehicle Operators,Truck drivers,,,,
5687,1,Male,40+,44,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,NORTH AMERICA (EXCEPT HISPANIC),NATIVE AMERICAN,NOT SPANISH/HISPANIC,MANUFACTURING,NOT IN UNIVERSE,"OPERATORS, FABRICATORS, AND LABORERS",United States,Indiana,White,GERMAN,,AMERICAN INDIAN,,,,Durable Goods,Metal industries,Iron and steel foundries,,,,,,,Transportation and Material Moving Occupations,Material Moving Equipment Operators,Industrial truck and tractor equipment operators,,,,
5688,1,Male,10+,15,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),IRISH,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Illinois,White,,,,,,,,,,,,,,,,,,,,,,
5689,1,Male,20+,26,Speaks only English,NORTH AMERICA (EXCEPT HISPANIC),AMERICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,"TRANSPORTATION, COMMUNICATIONS, AND OTHER PUBLIC UTILITIES",NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,Indiana,White,,,,,,,Transportation,Warehousing and storage,,,,,,,,"Administrative Support Occupations, Including Clerical",Mail and Message Distributing Occupations,"Mail clerks, except postal service",,,,
5690,1,Female,20+,26,Speaks only English,RESIDUAL AND NO RESPONSE,NOT REPORTED,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,RETAIL TRADE,NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,Illinois,White,,,,,,,Not specified retail trade,,,,,,,,,Sales Occupations,"Supervisors and Proprietors, Sales Occupations",,,,,
5691,1,Female,20+,28,Speaks only English,NORTH AMERICA (EXCEPT HISPANIC),AFRICAN AMERICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,PROFESSIONAL AND RELATED SERVICES,NOT IN UNIVERSE,SERVICE OCCUPATIONS,United States,Illinois,Black,AFRO AMERICAN,,,,,,Nursing and personal care facilities .e.c.,,,,,,,,,"Service Occupations, Except Protective and Household",Health Service Occupations,"Nursing aides, orderlies, and attendants",,,,
5692,1,Female,10+,12,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Illinois,White,GERMAN,,,,,,,,,,,,,,,,,,,,,
5693,1,Female,50+,57,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),ITALIAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,PROFESSIONAL AND RELATED SERVICES,NOT IN UNIVERSE,MANAGERIAL AND PROFESSIONAL SPECIALTY OCCUPATIONS,United States,Illinois,White,ITALIAN,,,,,,Offices and clinics of physicians,,,,,,,,,Professional Specialty Occupations,Health Assessment and Treating Occupations,Registered nurses,,,,
5694,1,Male,50+,53,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,EASTERN EUROPE AND SOVIET UNION,POLISH,NOT SPANISH/HISPANIC,MANUFACTURING,NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,Illinois,White,WEST GERMAN,,POLISH,,,,Nondurable Goods,Chemicals and allied products,"Paints, varnishes, and related products",,,,,,,Sales Occupations,"Sales Representatives, Commodities, Except Retail","Sales representatives, mining, manufacturing, and wholesale",,,,
5695,1,Male,10+,15,Speaks other language,WESTERN EUROPE (EXCEPT SPAIN),FRENCH,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),FRENCH,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Illinois,White,FRENCH,,,,,,,,,,,,,,,,,,,,,
5696,1,Male,10+,15,Speaks only English,NORTH AMERICA (EXCEPT HISPANIC),AMERICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Illinois,White,,,,,,,,,,,,,,,,,,,,,,
5697,1,Female,20+,22,Speaks only English,NORTH AMERICA (EXCEPT HISPANIC),AFRICAN AMERICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,MANUFACTURING,NOT IN UNIVERSE,"OPERATORS, FABRICATORS, AND LABORERS",United States,Illinois,Black,AFRO AMERICAN,,,,,,Durable Goods,Furniture and fixtures,,,,,,,,"Machine Operators, Assemblers, and Inspectors","Machine Operators and Tenders, Except Precision","Machine Operators, Assorted Materials","Machine operators, not specified",,,
5698,1,Female,80+,80,Speaks only English,NORTH AMERICA (EXCEPT HISPANIC),FRENCH CANADIAN,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Illinois,White,,,GERMAN,,,,,,,,,,,,,,,,,,,
5699,1,Male,30+,38,Speaks only English,NORTH AMERICA (EXCEPT HISPANIC),AFRICAN AMERICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Illinois,Black,AFRO AMERICAN,,,,,,,,,,,,,,,,,,,,,
5700,1,Female,30+,32,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,NORTH AMERICA (EXCEPT HISPANIC),FRENCH CANADIAN,NOT SPANISH/HISPANIC,PERSONAL SERVICES,NOT IN UNIVERSE,SERVICE OCCUPATIONS,United States,Illinois,White,GERMAN,,,,,,Beauty shops,,,,,,,,,"Service Occupations, Except Protective and Household",Personal Service Occupations,Hairdressers and cosmetologists,,,,
5701,1,Female,30+,36,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,NOT SPANISH/HISPANIC,RETAIL TRADE,NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,Illinois,White,,,GERMAN,,,,Grocery stores,,,,,,,,,Sales Occupations,"Supervisors and Proprietors, Sales Occupations",,,,,
5702,1,Male,40+,40,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,MANUFACTURING,NOT IN UNIVERSE,"OPERATORS, FABRICATORS, AND LABORERS",United States,Illinois,White,GERMAN,,,,,,Durable Goods,Miscellaneous manufacturing industries,,,,,,,,"Handlers, Equipment Cleaners, Helpers, and Laborers","Laborers, except construction",,,,,
5703,1,Male,0+,5,Speaks only English,RESIDUAL AND NO RESPONSE,UNCODABLE ENTRIES,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Illinois,White,,,,,,,,,,,,,,,,,,,,,,
5704,1,Female,50+,51,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,WESTERN EUROPE (EXCEPT SPAIN),IRISH,NOT SPANISH/HISPANIC,RETAIL TRADE,NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,Illinois,White,,,,,,,Miscellaneous retail stores,,,,,,,,,Sales Occupations,"Supervisors and Proprietors, Sales Occupations",,,,,
5705,1,Female,30+,32,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Illinois,White,GERMAN,,,,,,,,,,,,,,,,,,,,,
5706,1,Female,0+,9,Speaks only English,NORTH AMERICA (EXCEPT HISPANIC),AFRICAN AMERICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Ohio,Black,AFRO AMERICAN,,,,,,,,,,,,,,,,,,,,,
5707,1,Male,10+,19,Speaks only English,EASTERN EUROPE AND SOVIET UNION,POLISH,WESTERN EUROPE (EXCEPT SPAIN),IRISH,NOT SPANISH/HISPANIC,RETAIL TRADE,NOT IN UNIVERSE,"OPERATORS, FABRICATORS, AND LABORERS",United States,Illinois,White,POLISH,,,,,,Grocery stores,,,,,,,,,"Handlers, Equipment Cleaners, Helpers, and Laborers","Freight, Stock, and Material Handlers",Stock handlers and baggers,,,,
5708,1,Female,10+,10,Speaks only English,NORTH AMERICA (EXCEPT HISPANIC),NATIVE AMERICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,North Carolina,White,AMERICAN INDIAN,,,,,,,,,,,,,,,,,,,,,
5709,1,Female,20+,27,Speaks only English,NORTH AMERICA (EXCEPT HISPANIC),AFRICAN AMERICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,PROFESSIONAL AND RELATED SERVICES,NOT IN UNIVERSE,MANAGERIAL AND PROFESSIONAL SPECIALTY OCCUPATIONS,United States,Mississippi,Black,AFRO AMERICAN,,,,,,"Membership organizations, n.e.c.",,,,,,,,,"Executive, Administrative, and Managerial Occupations","Managers, service organizations, n.e.c.",,,,,
5710,1,Female,40+,44,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,WESTERN EUROPE (EXCEPT SPAIN),LUXEMBURGER,NOT SPANISH/HISPANIC,MANUFACTURING,NOT IN UNIVERSE,"OPERATORS, FABRICATORS, AND LABORERS",United States,Wisconsin,White,,,,,,,Nondurable Goods,"Printing, publishing, and allied industries","Printing, publishing, and allied industries, except   newspapers",,,,,,,"Machine Operators, Assemblers, and Inspectors","Machine Operators and Tenders, Except Precision",Printing Machine Operators,Typesetters and compositors,,,
5711,1,Male,40+,49,Speaks only English,EASTERN EUROPE AND SOVIET UNION,POLISH,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,NOT SPANISH/HISPANIC,MANUFACTURING,NOT IN UNIVERSE,"PRECISION PRODUCTION, CRAFT, AND REPAIR OCCUPATIONS",United States,Illinois,White,POLISH,,GERMAN,,,,Durable Goods,Metal industries,Miscellaneous fabricated metal products,,,,,,,Precision Production Occupations,"Supervisors, production occupations",,,,,
5712,1,Male,0+,4,NA (less than 5 years old),WESTERN EUROPE (EXCEPT SPAIN),GERMAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Illinois,White,GERMAN,,,,,,,,,,,,,,,,,,,,,
5713,1,Male,20+,26,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),SWEDISH,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,PROFESSIONAL AND RELATED SERVICES,NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,Illinois,White,SWEDISH,,,,,,"Social services, n.e.c.",,,,,,,,,"Administrative Support Occupations, Including Clerical",Computer Equipment Operators,Computer operators,,,,
5714,1,Female,40+,45,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,PROFESSIONAL AND RELATED SERVICES,NOT IN UNIVERSE,MANAGERIAL AND PROFESSIONAL SPECIALTY OCCUPATIONS,United States,Illinois,White,GERMAN,,,,,,Elementary and secondary schools,,,,,,,,,Professional Specialty Occupations,"Teachers, Except Postsecondary","Teachers, secondary school",,,,
5715,1,Female,70+,71,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),ITALIAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Illinois,White,ITALIAN,,,,,,,,,,,,,,,,,,,,,
5716,1,Male,20+,25,Speaks only English,NORTH AMERICA (EXCEPT HISPANIC),AMERICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,PROFESSIONAL AND RELATED SERVICES,NOT IN UNIVERSE,"OPERATORS, FABRICATORS, AND LABORERS",United States,Illinois,Black,,,,,,,Hospitals,,,,,,,,,Transportation and Material Moving Occupations,Motor Vehicle Operators,Truck drivers,,,,
5717,1,Male,70+,70,Speaks only English,NORTH AMERICA (EXCEPT HISPANIC),AFRICAN AMERICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Louisiana,Black,AFRO AMERICAN,,,,,,,,,,,,,,,,,,,,,
5718,1,Female,10+,18,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,WHOLESALE TRADE,NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,Illinois,White,,,,,,,Nondurable Goods,"Apparel, fabrics, and notions -product raw materials",,,,,,,,Sales Occupations,"Sales Workers, Retail and Personal Services",Cashiers,,,,
5719,1,Female,0+,9,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),DUTCH,WESTERN EUROPE (EXCEPT SPAIN),IRISH,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Illinois,White,,,,,,,,,,,,,,,,,,,,,,
5720,1,Female,60+,64,Speaks only English,RESIDUAL AND NO RESPONSE,NOT REPORTED,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Wisconsin,White,,,,,,,,,,,,,,,,,,,,,,
5721,1,Female,10+,14,Speaks other language,HISPANIC CATEGORIES (INCLUDING SPAIN),MEXICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),SPANISH,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Illinois,Other race,MEXICAN,,,,,,,,,,,,,,,,,,,,,
5722,1,Female,30+,33,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,"TRANSPORTATION, COMMUNICATIONS, AND OTHER PUBLIC UTILITIES",NOT IN UNIVERSE,SERVICE OCCUPATIONS,United States,Illinois,White,GERMAN,,,,,,Transportation,Air transportation,,,,,,,,"Service Occupations, Except Protective and Household",Personal Service Occupations,Public transportation attendants,,,,
5723,1,Male,50+,50,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),DUTCH,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Illinois,White,,,,,,,,,,,,,,,,,,,,,,
5724,1,Male,30+,36,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),SCOTTISH,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,MANUFACTURING,NOT IN UNIVERSE,MANAGERIAL AND PROFESSIONAL SPECIALTY OCCUPATIONS,Europe,Scotland,White,,,,,,,Nondurable Goods,Chemicals and allied products,"Plastics, synthetics, and resins",,,,,,,Professional Specialty Occupations,"Engineers, Architects, and Surveyors",Engineers,Mechanical,,,
5725,1,Female,40+,42,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),ITALIAN,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,NOT SPANISH/HISPANIC,PROFESSIONAL AND RELATED SERVICES,NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,Illinois,White,ITALIAN,,GERMAN,,,,Religious organizations,,,,,,,,,"Administrative Support Occupations, Including Clerical","Secretaries, Stenographers, and Typists",Secretaries,,,,
5726,1,Male,0+,7,Speaks only English,NORTH AMERICA (EXCEPT HISPANIC),AFRICAN AMERICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Illinois,Black,AFRO AMERICAN,,,,,,,,,,,,,,,,,,,,,
5727,1,Male,10+,17,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,WESTERN EUROPE (EXCEPT SPAIN),IRISH,NOT SPANISH/HISPANIC,"AGRICULTURE, FORESTRY, AND FISHERIES",NOT IN UNIVERSE,Other Agricultural and Related Occupations,United States,Illinois,White,GERMAN,,,,,,"Agricultural production, crops",,,,,,,,,"Farm Occupations, Except Managerial",Farm workers,,,,,
5728,1,Female,50+,52,Speaks only English,EASTERN EUROPE AND SOVIET UNION,SLOVAK,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,NOT SPANISH/HISPANIC,"TRANSPORTATION, COMMUNICATIONS, AND OTHER PUBLIC UTILITIES",NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,Illinois,White,,,,,,,Utilities and sanitary services,Sanitary services,,,,,,,,"Administrative Support Occupations, Including Clerical",Financial Records Processing Occupations,"Bookkeepers, accounting, and auditing clerks",,,,
5729,1,Male,40+,46,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,WESTERN EUROPE (EXCEPT SPAIN),DANISH,NOT SPANISH/HISPANIC,CONSTRUCTION,NOT IN UNIVERSE,"PRECISION PRODUCTION, CRAFT, AND REPAIR OCCUPATIONS",United States,Illinois,White,GERMAN,,,,,,,,,,,,,,,Construction Trades,"Construction Trades, Except Supervisors",Electricians (part 6432),,,,
5730,1,Female,0+,7,Speaks only English,RESIDUAL AND NO RESPONSE,NOT REPORTED,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Illinois,White,,,,,,,,,,,,,,,,,,,,,,
5731,1,Female,10+,10,Speaks only English,RESIDUAL AND NO RESPONSE,NOT REPORTED,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Illinois,White,,,,,,,,,,,,,,,,,,,,,,
5732,1,Female,80+,88,Speaks only English,EASTERN EUROPE AND SOVIET UNION,POLISH,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Illinois,White,POLISH,,,,,,,,,,,,,,,,,,,,,
5733,1,Male,0+,3,NA (less than 5 years old),RESIDUAL AND NO RESPONSE,NOT REPORTED,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Indiana,White,,,,,,,,,,,,,,,,,,,,,,
